poem_id	stanza_id	total_lines_in_stanza	total_stanzas_in_poem	id_stanza_in_poem	id_line_in_poem	id_line_in_stanza	author	pub_year	period	title	line_text	emotion1anno1	emotion2anno1	emotion1anno2	emotion2anno2	measure	i_measure	s_measure	foot_meter	meter	feet	caesura_rhythm	main_accents	caesuras	rhyme_schema	enjambement	cadence	foot_inversion	chol_iambic	relaxed_syllables
36	186	18	1	1	919	7	Hoddis, Jakob van	1914	Expressionismus	Morgens	Starker Wind über der bleichen Stadt.	Uneasiness	NONE	Beauty/Joy	NONE	other	other	other	+-|+--|-+|-+|	+-+---+-+	.:..:.:.:	102000102:	102000102	........:	abcdeedffgghijiklm	False	male	False	False	False
36	186	18	1	1	920	8	Hoddis, Jakob van	1914	Expressionismus	Morgens	Dampfer und Kräne erwachen am schmutzig fließenden Strom.	Uneasiness	NONE	Beauty/Joy	NONE	daktyl.tri.plus	daktyl	daktyl	+--|+--|+--|+-|+--|+	+--+--+--+-+--+	..:..:..:.:..:.	100200200101002:	100200200101002	..............:	abcdeedffgghijiklm	False	male	False	False	False
36	186	18	1	1	921	9	Hoddis, Jakob van	1914	Expressionismus	Morgens	Verdrossen klopfen die Glocken am verwitterten Dom.	Uneasiness	NONE	Beauty/Joy	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|-+|--+|	-+-+--+-+-+--+	.:.:..:.:.:..:	02010020001002:	02010020001002	.............:	abcdeedffgghijiklm	False	male	False	False	True
36	186	18	1	1	922	10	Hoddis, Jakob van	1914	Expressionismus	Morgens	Viele Weiber siehst du und Mädchen zur Arbeit gehn.	Vitality	NONE	Vitality	NONE	iambic.relaxed.syll	iambic	iambic	--+|-+|--+|--+|-+|	--+-+--+--+-+	..:.:..:..:.:	002010:0100201:	0020100100201	.....:......:	abcdeedffgghijiklm	False	male	False	False	True
36	186	18	1	1	923	11	Hoddis, Jakob van	1914	Expressionismus	Morgens	Im bleichen Licht. Wild von der Nacht. Ihre Röcke wehn.	Vitality	NONE	Vitality	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|+--+|+-|+-|+	-+-++--++-+-+	.:.:...:.:.:.	0102:1002:00201:	0102100200201	...:...:....:	abcdeedffgghijiklm	False	male	False	False	True
36	186	18	1	1	924	12	Hoddis, Jakob van	1914	Expressionismus	Morgens	Glieder zur Liebe geschaffen.	Vitality	NONE	Vitality	Annoyance	daktyl.tri	daktyl	daktyl	+--|+--|+-|	+--+--+-	..:..:.:	20010020:	20010020	.......:	abcdeedffgghijiklm	False	female	False	False	False
36	186	18	1	1	925	13	Hoddis, Jakob van	1914	Expressionismus	Morgens	Hin zur Maschine und mürrischem Mühn.	Vitality	NONE	Vitality	Annoyance	iambic.chol.relaxed	iambic	iambic	+-|+--|-+|--+|	+-+---+--+	.:..:.:..:	1002001002:	1002001002	.........:	abcdeedffgghijiklm	False	male	False	True	True
36	186	18	1	1	926	14	Hoddis, Jakob van	1914	Expressionismus	Morgens	Sieh in das zärtliche Licht.	Vitality	NONE	Vitality	Beauty/Joy	daktyl.tri	daktyl	daktyl	+--|+--|+	+--+--+	..:..:.	2001002:	2001002	......:	abcdeedffgghijiklm	False	male	False	False	False
36	186	18	1	1	927	15	Hoddis, Jakob van	1914	Expressionismus	Morgens	In der Bäume zärtliches Grün.	Vitality	NONE	Vitality	Beauty/Joy	iambic.chol.relaxed	iambic	iambic	--+|-+|--+|	--+-+--+	..:.:..:	00201002:	00201002	.......:	abcdeedffgghijiklm	False	male	False	True	True
36	186	18	1	1	928	16	Hoddis, Jakob van	1914	Expressionismus	Morgens	Horch! Die Spatzen schrein.	Vitality	NONE	Vitality	Beauty/Joy	troch.tri	troch	troch	+-|+-|+	+-+-+	.:.:.	2:0201:	20201	:...:	abcdeedffgghijiklm	False	male	False	False	False
36	186	18	1	1	929	17	Hoddis, Jakob van	1914	Expressionismus	Morgens	Und draußen auf wilderen Feldern	Vitality	NONE	Vitality	Beauty/Joy	amphi.tri	amphi	amphi	-+|--+|--+|-	-+--+--+-	.:..:..:.	020010020	020010020	.........	abcdeedffgghijiklm	True	female	False	False	False
36	186	18	1	1	930	18	Hoddis, Jakob van	1914	Expressionismus	Morgens	singen Lerchen.	Vitality	NONE	Vitality	Beauty/Joy	troch.di	troch	troch	+-|+-|	+-+-	.:.:	1020:	1020	...:	abcdeedffgghijiklm	False	female	False	False	False
37	187	4	4	1	931	1	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Mir ist, ich weiß nicht wie, ich seufze für und für.	Sadness	NONE	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	02:0201:020102:	020201020102	.:...:.....:	abba	False	male	False	False	False
37	187	4	4	1	932	2	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Ich weine Tag und Nacht; ich sitz' in tausend Schmerzen;	Sadness	NONE	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	020102:0201020:	0201020201020	.....:......:	abba	False	female	False	False	False
37	187	4	4	1	933	3	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Und tausend fürcht' ich noch; die Kraft in meinem Herzen	Sadness	Uneasiness	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	010200:0200010	0102000200010	.....:.......	abba	True	female	False	False	False
37	187	4	4	1	934	4	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Verschwindt, der Geist verschmacht', die Hände sinken mir.	Sadness	Uneasiness	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	02:0102:010200:	020102010200	.:...:.....:	abba	False	male	False	False	False
37	188	4	4	2	935	1	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Die Wangen werden bleich, der muntern Augen Zier	Uneasiness	Sadness	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	020102:020102:	020102020102	.....:.....:	abba	True	male	False	False	False
37	188	4	4	2	936	2	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Vergeht gleich als der Schein der schon verbrannten Kerzen.	Uneasiness	Sadness	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	0200020001020:	0200020001020	............:	abba	False	female	False	False	False
37	188	4	4	2	937	3	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Die Seele wird bestürmt, gleich wie die See im Märtzen.	Uneasiness	Sadness	Sadness	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	010002:0001020:	0100020001020	.....:......:	abba	False	female	False	False	False
37	188	4	4	2	938	4	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Was ist dies Leben doch, was sind wir, ich und ihr?	Uneasiness	Sadness	Sadness	Awe/Sublime	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	010201:002:102:	010201002102	.....:..:..:	abba	False	male	False	False	False
37	189	3	4	3	939	1	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Was bilden wir uns ein, was wünschen wir zu haben?	Sadness	NONE	Sadness	Awe/Sublime	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	010002:0100020:	0100020100020	.....:......:	aab	False	female	False	False	False
37	189	3	4	3	940	2	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Itzt sind wir hoch und groß, und morgen schon vergraben;	Sadness	NONE	Sadness	Awe/Sublime	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	100102:0100020:	1001020100020	.....:......:	aab	False	female	False	False	False
37	189	3	4	3	941	3	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Itzt Blumen, morgen Kot. Wir sind ein Wind, ein Schaum,	Sadness	Uneasiness	Sadness	Awe/Sublime	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	020:102:0102:02:	020102010202	..:..:...:.:	aab	False	male	False	False	False
37	190	3	4	4	942	1	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Ein Nebel und ein Bach, ein Reif, ein Tau, ein Schatten;	Sadness	NONE	Sadness	Awe/Sublime	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	010:002:02:02:020:	0100020202020	..:..:.:.:..:	aab	False	female	False	False	False
37	190	3	4	4	943	2	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Itzt was und morgen nichts. Und was sind unsre Taten	Sadness	NONE	Sadness	Awe/Sublime	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	000102:0100020:	0001020100020	.....:......:	aab	True	female	False	False	False
37	190	3	4	4	944	3	Gryphius, Andreas	1640	Barock	Tränen in schwerer Krankheit	Als ein mit herber Angst durchmischter Traum.	Sadness	NONE	Sadness	Awe/Sublime	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0001020102:	0001020102	.........:	aab	False	male	False	False	False
38	191	4	8	1	945	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir schlafen ganz, wie Brutus schlief -	Suspense	NONE	Suspense	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	0102:0201:	01020201	...:...:	aabb	False	male	False	False	False
38	191	4	8	1	946	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Doch jener erwachte und bohrte tief	Suspense	NONE	Suspense	NONE	amphi.tri.plus	amphi	amphi	-+-|-+-|-+-|+	-+--+--+-+	..:..:..:.	010020:0102	0100200102	.....:....	aabb	True	male	False	False	False
38	191	4	8	1	947	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	In Cäsars Brust das kalte Messer!	Suspense	NONE	Suspense	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+-|	-+-+-+-+-	.:.:.:..:	0102:01020:	010201020	...:....:	aabb	False	female	False	False	False
38	191	4	8	1	948	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Die Römer waren Tyrannenfresser.	Suspense	NONE	Suspense	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+-|-+|-+-|	-+-+--+-+-	.:..:.:..:	0201002010:	0201002010	.........:	aabb	False	female	False	False	True
38	192	4	8	2	949	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir sind keine Römer, wir rauchen Tabak.	Humor	NONE	Humor	NONE	amphi.tetra	amphi	amphi	-+-|-+-|-+-|-+|	-+--+--+--+	..:..:..:.:	010020:20002:	01002020002	.....:....:	aabb	False	male	False	False	False
38	192	4	8	2	950	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Ein jedes Volk hat seinen Geschmack,	Humor	NONE	Humor	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+-|-+|	-+-+-+--+	.:.:..:.:	010200002	010200002	.........	aabb	False	male	False	True	True
38	192	4	8	2	951	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Ein jedes Volk hat seine Größe;	Humor	NONE	Humor	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+-|	-+-+-+-+-	.:.:.:..:	010200020:	010200020	........:	aabb	False	female	False	False	False
38	192	4	8	2	952	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	In Schwaben kocht man die besten Klöße.	Humor	NONE	Humor	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+-|	-+-+--+-+-	.:.:..:..:	0202001020:	0202001020	.........:	aabb	False	female	False	False	True
38	193	4	8	3	953	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir sind Germanen, gemütlich und brav,	Humor	NONE	Beauty/Joy	Humor	iambic.relaxed.syll	iambic	iambic	-+|-+-|-+-|-+|	-+-+--+--+	.:..:..:.:	01020:01002:	0102001002	....:....:	aabb	False	male	False	False	True
38	193	4	8	3	954	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir schlafen gesunden Pflanzenschlaf,	Humor	NONE	Beauty/Joy	Humor	iambic.relaxed.syll	iambic	iambic	-+-|-+|-+|-+|	-+--+-+-+	..:.:.:.:	020010201:	020010201	........:	aabb	False	male	False	False	True
38	193	4	8	3	955	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Und wenn wir erwachen, pflegt uns zu dürsten,	Humor	NONE	Beauty/Joy	Humor	iambic.relaxed.syll	iambic	iambic	-+-|-+|-+-|-+-|	-+--+-+--+-	..:.:..:..:	010020:10020:	01002010020	.....:....:	aabb	False	female	False	False	True
38	193	4	8	3	956	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Doch nicht nach dem Blute unserer Fürsten.	Humor	NONE	Beauty/Joy	Humor	iambic.relaxed.syll	iambic	iambic	-+-|-+|-+-|-+-|	-+--+-+--+-	..:.:..:..:	02002000020:	02002000020	..........:	aabb	False	female	False	False	True
38	194	4	8	4	957	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir sind so treu wie Eichenholz,	Humor	NONE	Beauty/Joy	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	01020201:	01020201	.......:	aabb	False	male	False	False	False
38	194	4	8	4	958	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Auch Lindenholz, drauf sind wir stolz;	Humor	NONE	Beauty/Joy	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	0201:0002:	02010002	...:...:	aabb	False	male	False	False	False
38	194	4	8	4	959	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Im Land der Eichen und der Linden	Humor	NONE	Beauty/Joy	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|-	-+-+-+-+-	.:.:.:.:.	010200020:	010200020	........:	aabb	True	female	False	False	False
38	194	4	8	4	960	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wird niemals sich ein Brutus finden.	Humor	NONE	Beauty/Joy	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|-	-+-+-+-+-	.:.:.:.:.	020:002010:	020002010	..:.....:	aabb	False	female	False	False	False
38	195	4	8	5	961	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Und wenn auch ein Brutus unter uns wär,	Humor	NONE	Humor	NONE	iambic.relaxed.syll	iambic	iambic	-+-|-+|-+-|-+|	-+--+-+--+	..:.:..:.:	0100202001:	0100202001	.........:	aabb	False	male	False	False	True
38	195	4	8	5	962	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Den Cäsar fänd er nimmermehr,	Humor	NONE	Humor	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	020:10200:	02010200	..:....:	aabb	False	male	False	False	False
38	195	4	8	5	963	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Vergeblich würd er den Cäsar suchen;	Humor	NONE	Humor	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|-	-+-+--+-+-	.:.:..:.:.	0201002010:	0201002010	.........:	aabb	False	female	False	False	True
38	195	4	8	5	964	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir haben gute Pfefferkuchen.	Humor	NONE	Humor	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|-	-+-+-+-+-	.:.:.:.:.	000102010:	000102010	........:	aabb	False	female	False	False	False
38	196	4	8	6	965	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir haben sechsunddreißig Herrn	Humor	NONE	Humor	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	00020102:	00020102	.......:	aabb	True	male	False	False	False
38	196	4	8	6	966	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	(ist nicht zuviel!), und einen Stern	Humor	NONE	Humor	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	1002:0002	10020002	...:....	aabb	True	male	False	False	False
38	196	4	8	6	967	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Trägt jeder schützend auf seinem Herzen,	Humor	NONE	Humor	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+-|-+|-+|-	-+-+--+-+-	.:..:.:.:.	0102000020:	0102000020	.........:	aabb	False	female	False	False	True
38	196	4	8	6	968	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Und er braucht nicht zu fürchten die Iden des Märzen.	Humor	NONE	Humor	NONE	anapaest.tetra.plus	anapaest	anapaest	--+|--+|--+|--+|-	--+--+--+--+-	..:..:..:..:.	0010020:010020:	0010020010020	......:.....:	aabb	False	female	False	False	False
38	197	4	8	7	969	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir nennen sie Väter, und Vaterland	Humor	NONE	Humor	NONE	amphi.tri.plus	amphi	amphi	-+-|-+-|-+-|+	-+--+--+-+	..:..:..:.	010020:0201:	0100200201	.....:...:	aabb	True	male	False	False	False
38	197	4	8	7	970	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Benennen wir dasjenige Land,	Humor	NONE	Humor	NONE	iambic.chol.relaxed	iambic	iambic	-+-|--+|--+|	-+---+--+	..:..:..:	010002001:	010002001	........:	aabb	False	male	False	True	True
38	197	4	8	7	971	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	das erbeigentümlich gehört den Fürsten;	Humor	NONE	Humor	NONE	amphi.tri.plus	amphi	amphi	-+-|-+-|-+|-+-|	-+--+--+-+-	..:..:.:..:	02001001020:	02001001020	..........:	aabb	False	female	False	False	False
38	197	4	8	7	972	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wir lieben auch Sauerkraut mit Würsten.	Humor	NONE	Humor	NONE	iambic.relaxed.syll	iambic	iambic	-+-|-+|-+|-+-|	-+--+-+-+-	..:.:.:..:	0100200020:	0100200020	.........:	aabb	False	female	False	False	True
38	198	4	8	8	973	1	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Wenn unser Vater spazieren geht,	Humor	NONE	Humor	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+-|-+-|+	-+-+--+-+	.:..:..:.	000200102:	000200102	........:	aabb	False	male	False	False	True
38	198	4	8	8	974	2	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Ziehn wir den Hut mit Pietät;	Humor	NONE	Humor	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	1002:0102:	10020102	...:...:	aabb	False	male	False	False	False
38	198	4	8	8	975	3	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Deutschland, die fromme Kinderstube,	Humor	NONE	Beauty/Joy	NONE	iambic.tetra.invert	iambic	iambic	+-|-+|-+|-+|-	+--+-+-+-	.:.:.:.:.	20:0102010:	200102010	.:......:	aabb	False	female	True	False	False
38	198	4	8	8	976	4	Heine, Heinrich	1844	VormärzBiedermeierJunges Deutschland	Zur Beruhigung	Ist keine römische Mördergrube.	Humor	NONE	Beauty/Joy	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|-	-+-+--+-+-	.:.:..:.:.	0201002010:	0201002010	.........:	aabb	False	female	False	False	True
39	199	4	4	1	977	1	Trakl, Georg	1909	Expressionismus	Verfall	Am Abend, wenn die Glocken Frieden läuten,	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	020:00102010:	02000102010	..:.......:	abba	False	female	False	False	False
39	199	4	4	1	978	2	Trakl, Georg	1909	Expressionismus	Verfall	Folg ich der Vögel wundervollen Flügen,	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	10020100020:	10020100020	..........:	abba	False	female	False	False	False
39	199	4	4	1	979	3	Trakl, Georg	1909	Expressionismus	Verfall	Die lang geschart, gleich frommen Pilgerzügen,	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	0102:0102010:	01020102010	...:......:	abba	False	female	False	False	False
39	199	4	4	1	980	4	Trakl, Georg	1909	Expressionismus	Verfall	Entschwinden in den herbstlich klaren Weiten.	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	020:00201020:	02000201020	..:.......:	abba	False	female	False	False	False
39	200	4	4	2	981	1	Trakl, Georg	1909	Expressionismus	Verfall	Hinwandelnd durch den dämmervollen Garten	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	20000100020:	20000100020	..........:	abba	True	female	False	False	False
39	200	4	4	2	982	2	Trakl, Georg	1909	Expressionismus	Verfall	Träum ich nach ihren helleren Geschicken	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	20000100020:	20000100020	..........:	abba	True	female	False	False	False
39	200	4	4	2	983	3	Trakl, Georg	1909	Expressionismus	Verfall	Und fühl der Stunden Weiser kaum mehr rücken.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	0201020:0020:	02010200020	......:...:	abba	False	female	False	False	False
39	200	4	4	2	984	4	Trakl, Georg	1909	Expressionismus	Verfall	So folg ich über Wolken ihren Fahrten.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	01000200020:	01000200020	..........:	abba	False	female	False	False	False
39	201	3	4	3	985	1	Trakl, Georg	1909	Expressionismus	Verfall	Da macht ein Hauch mich von Verfall erzittern.	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	01020002010:	01020002010	..........:	aba	False	female	False	False	False
39	201	3	4	3	986	2	Trakl, Georg	1909	Expressionismus	Verfall	Die Amsel klagt in den entlaubten Zweigen.	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	01020001020:	01020001020	..........:	aba	False	female	False	False	False
39	201	3	4	3	987	3	Trakl, Georg	1909	Expressionismus	Verfall	Es schwankt der rote Wein an rostigen Gittern,	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|-+|-+|--+|-	-+-+-+-+--+-	.:.:.:.:..:.	020102010020:	020102010020	...........:	aba	False	female	False	False	True
39	202	3	4	4	988	1	Trakl, Georg	1909	Expressionismus	Verfall	Indes wie blasser Kinder Todesreigen	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	01:010202010:	01010202010	.:........:	aba	True	female	False	False	False
39	202	3	4	4	989	2	Trakl, Georg	1909	Expressionismus	Verfall	Um dunkle Brunnenränder, die verwittern,	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	0102010:0020:	01020100020	......:...:	aba	False	female	False	False	False
39	202	3	4	4	990	3	Trakl, Georg	1909	Expressionismus	Verfall	Im Wind sich fröstelnd blaue Astern neigen.	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	02020102010:	02020102010	..........:	aba	False	female	False	False	False
40	203	4	4	1	991	1	Gryphius, Andreas	1658	Barock	Einsamkeit	In dieser Einsamkeit, der mehr denn öden Wüsten,	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	000200:0101020:	0002000101020	.....:......:	abba	False	female	False	False	False
40	203	4	4	1	992	2	Gryphius, Andreas	1658	Barock	Einsamkeit	Gestreckt auf wildes Kraut, an die bemooste See:	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	020102:000102:	020102000102	.....:.....:	abba	False	male	False	False	False
40	203	4	4	1	993	3	Gryphius, Andreas	1658	Barock	Einsamkeit	Beschau ich jenes Tal und dieser Felsen Höh',	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	020102:000102:	020102000102	.....:.....:	abba	False	male	False	False	False
40	203	4	4	1	994	4	Gryphius, Andreas	1658	Barock	Einsamkeit	Auf welchem Eulen nur und stille Vögel nisten.	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	000200:0102010:	0002000102010	.....:......:	abba	False	female	False	False	False
40	204	4	4	2	995	1	Gryphius, Andreas	1658	Barock	Einsamkeit	Hier, fern von dem Palast; weit von des Pöbels Lüsten,	Awe/Sublime	NONE	Awe/Sublime	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	2:10002:2001020:	2100022001020	:....:......:	abba	False	female	False	False	False
